"Step","curious-paper-70 - _runtime","curious-paper-70 - _runtime__MIN","curious-paper-70 - _runtime__MAX","curious-paper-70 - system/gpu.3.memoryAllocatedBytes","curious-paper-70 - system/gpu.3.memoryAllocatedBytes__MIN","curious-paper-70 - system/gpu.3.memoryAllocatedBytes__MAX","royal-vortex-93 - _runtime","royal-vortex-93 - _runtime__MIN","royal-vortex-93 - _runtime__MAX","royal-vortex-93 - system/gpu.3.memoryAllocatedBytes","royal-vortex-93 - system/gpu.3.memoryAllocatedBytes__MIN","royal-vortex-93 - system/gpu.3.memoryAllocatedBytes__MAX","eager-lake-99 - _runtime","eager-lake-99 - _runtime__MIN","eager-lake-99 - _runtime__MAX","eager-lake-99 - system/gpu.3.memoryAllocatedBytes","eager-lake-99 - system/gpu.3.memoryAllocatedBytes__MIN","eager-lake-99 - system/gpu.3.memoryAllocatedBytes__MAX","cerulean-silence-142 - _runtime","cerulean-silence-142 - _runtime__MIN","cerulean-silence-142 - _runtime__MAX","cerulean-silence-142 - system/gpu.3.memoryAllocatedBytes","cerulean-silence-142 - system/gpu.3.memoryAllocatedBytes__MIN","cerulean-silence-142 - system/gpu.3.memoryAllocatedBytes__MAX","amber-surf-98 - _runtime","amber-surf-98 - _runtime__MIN","amber-surf-98 - _runtime__MAX","amber-surf-98 - system/gpu.3.memoryAllocatedBytes","amber-surf-98 - system/gpu.3.memoryAllocatedBytes__MIN","amber-surf-98 - system/gpu.3.memoryAllocatedBytes__MAX","graceful-frost-44 - _runtime","graceful-frost-44 - _runtime__MIN","graceful-frost-44 - _runtime__MAX","graceful-frost-44 - system/gpu.3.memoryAllocatedBytes","graceful-frost-44 - system/gpu.3.memoryAllocatedBytes__MIN","graceful-frost-44 - system/gpu.3.memoryAllocatedBytes__MAX","ruby-pond-112 - _runtime","ruby-pond-112 - _runtime__MIN","ruby-pond-112 - _runtime__MAX","ruby-pond-112 - system/gpu.3.memoryAllocatedBytes","ruby-pond-112 - system/gpu.3.memoryAllocatedBytes__MIN","ruby-pond-112 - system/gpu.3.memoryAllocatedBytes__MAX","usual-voice-37 - _runtime","usual-voice-37 - _runtime__MIN","usual-voice-37 - _runtime__MAX","usual-voice-37 - system/gpu.3.memoryAllocatedBytes","usual-voice-37 - system/gpu.3.memoryAllocatedBytes__MIN","usual-voice-37 - system/gpu.3.memoryAllocatedBytes__MAX","astral-valley-51 - _runtime","astral-valley-51 - _runtime__MIN","astral-valley-51 - _runtime__MAX","astral-valley-51 - system/gpu.3.memoryAllocatedBytes","astral-valley-51 - system/gpu.3.memoryAllocatedBytes__MIN","astral-valley-51 - system/gpu.3.memoryAllocatedBytes__MAX","gentle-grass-86 - _runtime","gentle-grass-86 - _runtime__MIN","gentle-grass-86 - _runtime__MAX","gentle-grass-86 - system/gpu.3.memoryAllocatedBytes","gentle-grass-86 - system/gpu.3.memoryAllocatedBytes__MIN","gentle-grass-86 - system/gpu.3.memoryAllocatedBytes__MAX"
"","1030.5606824444444","60.94248","2011.139574","25185531542.07826","12225635942.4","46750210457.6","1082.0245709090907","60.992732","2101.259673","25042613407.288788","15250707797.33","44309964390.4","1018.7941793492062","61.029242","1981.32544","25152645091.82667","14225340279.47","42110471372.8","1022.062825370968","60.982147","1981.206256","19566159532.868874","9969939251.2","19791740928","1005.1492948225806","61.070882","1946.042846","24102254208.825645","15318236091.73","46711343240.53","1081.1040051969696","61.003453","2101.20828","25507115628.60606","15937594982.4","44512689083.73","1020.0433648548385","60.96584","1977.587316","18552527046.19371","8204976128","19720437760","1063.8138969384615","61.234977","2071.466166","25489115709.440155","15340885333.33","46077723716.27","1031.0695465555555","60.963716","2011.17628","25223107179.818096","13180958583.47","46014389725.87","1035.9265355873015","61.048166","2011.276027","25288948875.784126","19024742536.53","45354765516.8"
