"Step","devoted-cherry-107 - _runtime","devoted-cherry-107 - _runtime__MIN","devoted-cherry-107 - _runtime__MAX","devoted-cherry-107 - system/gpu.0.memoryAllocatedBytes","devoted-cherry-107 - system/gpu.0.memoryAllocatedBytes__MIN","devoted-cherry-107 - system/gpu.0.memoryAllocatedBytes__MAX","fiery-cherry-117 - _runtime","fiery-cherry-117 - _runtime__MIN","fiery-cherry-117 - _runtime__MAX","fiery-cherry-117 - system/gpu.0.memoryAllocatedBytes","fiery-cherry-117 - system/gpu.0.memoryAllocatedBytes__MIN","fiery-cherry-117 - system/gpu.0.memoryAllocatedBytes__MAX","breezy-shadow-113 - _runtime","breezy-shadow-113 - _runtime__MIN","breezy-shadow-113 - _runtime__MAX","breezy-shadow-113 - system/gpu.0.memoryAllocatedBytes","breezy-shadow-113 - system/gpu.0.memoryAllocatedBytes__MIN","breezy-shadow-113 - system/gpu.0.memoryAllocatedBytes__MAX","cool-snowflake-143 - _runtime","cool-snowflake-143 - _runtime__MIN","cool-snowflake-143 - _runtime__MAX","cool-snowflake-143 - system/gpu.0.memoryAllocatedBytes","cool-snowflake-143 - system/gpu.0.memoryAllocatedBytes__MIN","cool-snowflake-143 - system/gpu.0.memoryAllocatedBytes__MAX","visionary-lake-133 - _runtime","visionary-lake-133 - _runtime__MIN","visionary-lake-133 - _runtime__MAX","visionary-lake-133 - system/gpu.0.memoryAllocatedBytes","visionary-lake-133 - system/gpu.0.memoryAllocatedBytes__MIN","visionary-lake-133 - system/gpu.0.memoryAllocatedBytes__MAX","leafy-sponge-152 - _runtime","leafy-sponge-152 - _runtime__MIN","leafy-sponge-152 - _runtime__MAX","leafy-sponge-152 - system/gpu.0.memoryAllocatedBytes","leafy-sponge-152 - system/gpu.0.memoryAllocatedBytes__MIN","leafy-sponge-152 - system/gpu.0.memoryAllocatedBytes__MAX","laced-snow-123 - _runtime","laced-snow-123 - _runtime__MIN","laced-snow-123 - _runtime__MAX","laced-snow-123 - system/gpu.0.memoryAllocatedBytes","laced-snow-123 - system/gpu.0.memoryAllocatedBytes__MIN","laced-snow-123 - system/gpu.0.memoryAllocatedBytes__MAX","vibrant-fire-138 - _runtime","vibrant-fire-138 - _runtime__MIN","vibrant-fire-138 - _runtime__MAX","vibrant-fire-138 - system/gpu.0.memoryAllocatedBytes","vibrant-fire-138 - system/gpu.0.memoryAllocatedBytes__MIN","vibrant-fire-138 - system/gpu.0.memoryAllocatedBytes__MAX","astral-disco-148 - _runtime","astral-disco-148 - _runtime__MIN","astral-disco-148 - _runtime__MAX","astral-disco-148 - system/gpu.0.memoryAllocatedBytes","astral-disco-148 - system/gpu.0.memoryAllocatedBytes__MIN","astral-disco-148 - system/gpu.0.memoryAllocatedBytes__MAX","clear-flower-128 - _runtime","clear-flower-128 - _runtime__MIN","clear-flower-128 - _runtime__MAX","clear-flower-128 - system/gpu.0.memoryAllocatedBytes","clear-flower-128 - system/gpu.0.memoryAllocatedBytes__MIN","clear-flower-128 - system/gpu.0.memoryAllocatedBytes__MAX"
"","446.5023095","61.302942","835.438695","9255998805.333462","2781181815.47","17428250624","463.4353331111112","61.165277","871.260291","10610782299.02222","7194428484.27","17428250624","477.614078142857","61.06712","893.219215","10647164557.41","6993101892.27","17428250624","480.1355589285713","61.246805","898.803407","10629663324.647501","6950879232","17428250624","478.9632296428571","61.155144","898.675823","10619327361.21893","6934521446.4","17428250624","447.67989369230776","61.094754","841.181945","10454327590.071537","6958428979.2","17428250624","479.0028046071428","61.094842","901.191968","10489139160.990713","6707749410.13","17428250624","496.5977082413792","61.031742","931.122276","10538932746.593447","6945706257.07","17428250624","495.54819386206896","61.029759","930.878419","10605737885.13069","6689574092.8","17428250624","463.30332611111123","61.040843","871.124803","10519035782.637035","6093283874.13","17428250624"
